2015-01-25;14:05:41.274647;70
2015-01-25;14:08:05.036915;70
2015-01-25;14:10:05.536604;70
2015-01-25;14:12:05.142511;70
2015-01-25;14:14:05.045367;70
2015-01-25;14:16:05.005320;70
2015-01-25;14:18:06.639303;70
2015-01-25;14:20:04.753845;70
2015-01-25;14:22:05.549372;70
2015-01-25;14:24:04.558621;70
2015-01-25;14:26:04.477710;70
2015-01-25;14:28:05.258913;70
2015-01-25;14:30:05.293665;70
2015-01-25;14:32:05.660442;70
2015-01-25;14:34:05.566237;70
2015-01-25;14:36:04.613010;70
2015-01-25;14:38:05.071092;70
2015-01-25;14:40:05.570470;70
2015-01-25;14:42:05.177669;70
2015-01-25;14:44:05.378265;70
2015-01-25;14:46:05.401841;70
2015-01-25;14:48:06.385270;70
2015-01-25;14:50:06.885364;70
2015-01-25;14:52:05.595971;70
2015-01-25;14:54:04.674197;70
2015-01-25;14:56:05.066591;70
2015-01-25;14:58:05.324721;70
2015-01-25;15:00:05.506297;70
2015-01-25;15:02:05.706856;70
2015-01-25;15:04:04.715008;70
2015-01-25;15:06:08.496104;70
2015-01-25;15:08:04.818931;70
2015-01-25;15:10:05.617209;70
2015-01-25;15:12:05.072410;70
2015-01-25;15:14:06.616272;70
2015-01-25;15:16:05.027884;70
2015-01-25;15:18:05.527247;70
2015-01-25;15:20:05.431037;70
2015-01-25;15:22:05.829434;70
2015-01-25;15:24:05.534377;70
2015-01-25;15:26:04.839560;70
2015-01-25;15:28:06.531103;70
2015-01-25;15:30:04.756892;70
2015-01-25;15:32:05.739886;70
2015-01-25;15:34:04.749130;70
2015-01-25;15:36:04.777022;70
2015-01-25;15:38:05.768101;74
2015-01-25;15:40:05.969609;74
2015-01-25;15:42:05.575432;74
2015-01-25;15:44:06.074641;74
2015-01-25;15:46:05.412341;74
2015-01-25;15:48:05.350484;74
2015-01-25;15:50:06.534232;74
2015-01-25;15:52:05.386500;74
2015-01-25;15:54:06.184306;74
2015-01-25;15:56:05.496602;75
2015-01-25;15:58:05.397928;75
2015-01-25;16:00:05.897354;75
2015-01-25;16:02:05.500175;75
2015-01-25;16:04:04.806863;75
2015-01-25;16:06:05.008453;75
2015-01-25;16:08:05.208770;75
2015-01-25;16:10:05.708145;75
2015-01-25;16:12:05.609773;75
2015-01-25;16:14:04.775696;75
2015-01-25;16:16:05.416838;75
2015-01-25;16:18:05.916246;75
2015-01-25;16:20:06.090367;75
2015-01-25;16:22:06.616131;75
2015-01-25;16:24:04.728852;75
2015-01-25;16:26:04.929489;75
2015-01-25;16:28:04.923229;75
2015-01-25;16:30:05.582549;75
2015-01-25;16:32:05.534136;75
2015-01-25;16:34:06.034628;75
2015-01-25;16:36:05.312951;75
2015-01-25;16:38:05.539329;75
2015-01-25;16:40:06.935353;75
2015-01-25;16:42:05.644656;75
2015-01-25;16:44:04.354959;75
2015-01-25;16:46:05.153269;75
2015-01-25;16:50:05.091542;75
2015-01-25;16:52:05.755004;75
2015-01-25;16:54:04.513319;75
2015-01-25;16:56:05.559475;75
2015-01-25;16:58:04.593927;75
2015-01-25;17:00:05.664883;75
2015-01-25;17:02:04.786150;75
2015-01-25;17:04:04.929125;75
2015-01-25;17:06:06.865458;75
2015-01-25;17:08:05.059862;75
2015-01-25;17:10:05.776667;75
2015-01-25;17:12:05.382502;75
2015-01-25;17:14:05.879298;75
2015-01-25;17:16:05.784901;75
2015-01-25;17:18:06.284879;75
2015-01-25;17:20:05.590799;75
2015-01-25;17:22:04.300760;75
2015-01-25;17:24:06.590965;75
2015-01-25;17:26:04.408254;75
2015-01-25;17:28:05.503451;75
2015-01-25;17:30:04.559108;75
2015-01-25;17:32:05.610610;75
2015-01-25;17:34:05.513307;75
2015-01-25;17:36:06.014809;75
2015-01-25;17:38:05.319895;75
2015-01-25;17:40:05.524217;75
2015-01-25;17:42:04.530414;75
2015-01-25;17:44:05.330245;75
2015-01-25;17:46:06.428490;75
2015-01-25;17:48:05.650694;75
2015-01-25;17:50:05.635873;75
2015-01-25;17:52:04.790718;75
2015-01-25;17:54:05.444788;75
2015-01-25;17:56:05.945104;75
2015-01-25;17:58:04.976432;75
2015-01-25;18:00:06.945431;75
2015-01-25;18:02:06.250104;75
2015-01-25;18:04:05.481385;75
2015-01-25;18:06:05.760156;75
2015-01-25;18:08:05.662692;75
2015-01-25;18:10:05.266239;75
2015-01-25;18:12:04.812057;75
2015-01-25;18:14:05.157127;75
2015-01-25;18:16:06.173235;75
2015-01-25;18:18:05.776977;75
2015-01-25;18:20:05.679222;75
2015-01-25;18:22:04.689330;75
2015-01-25;18:24:06.081904;75
2015-01-25;18:26:05.689568;75
2015-01-25;18:28:05.292993;75
2015-01-25;18:30:06.390758;75
2015-01-25;18:32:05.589190;75
2015-01-25;18:34:04.883475;75
2015-01-25;18:36:06.098832;75
2015-01-25;18:38:06.598877;75
2015-01-25;18:40:05.011478;75
2015-01-25;18:42:07.001853;75
2015-01-25;18:44:07.203231;75
2015-01-25;18:46:05.017824;75
2015-01-25;18:48:05.417996;75
2015-01-25;18:50:04.681480;75
2015-01-25;18:52:05.325776;75
2015-01-25;18:54:07.640821;76
2015-01-25;18:56:04.946987;76
2015-01-25;18:58:05.807593;76
2015-01-25;19:00:05.242652;76
2015-01-25;19:02:05.145086;76
2015-01-25;19:04:05.347326;76
2015-01-25;19:06:04.950748;76
2015-01-25;19:08:04.853189;76
2015-01-25;19:10:04.817938;76
2015-01-25;19:12:05.853409;76
2015-01-25;19:14:05.001460;76
2015-01-25;19:16:05.658942;76
2015-01-25;19:18:05.564236;76
2015-01-25;19:20:04.868753;76
2015-01-25;19:22:05.069473;76
2015-01-25;19:24:05.270444;76
2015-01-25;19:26:05.662274;76
2015-01-25;19:28:10.146365;76
2015-01-25;19:30:05.874532;76
2015-01-25;19:32:06.075468;76
2015-01-25;19:34:05.765908;76
2015-01-25;19:36:05.580608;76
2015-01-25;19:38:06.081309;76
2015-01-25;19:40:05.542902;76
2015-01-25;19:42:05.586763;76
2015-01-25;19:44:04.618062;76
2015-01-25;19:46:05.482690;76
2015-01-25;19:48:04.807410;76
2015-01-25;19:50:06.092289;76
2015-01-25;19:52:05.695474;76
2015-01-25;19:54:05.301526;76
2015-01-25;19:56:06.097144;76
2015-01-25;19:58:05.700275;76
2015-01-25;20:00:05.410861;76
2015-01-25;20:02:06.102957;76
2015-01-25;20:04:05.422140;76
2015-01-25;20:06:04.415786;76
2015-01-25;20:08:05.808761;76
2015-01-25;20:10:04.818038;76
2015-01-25;20:12:04.928463;76
2015-01-25;20:14:05.136391;76
2015-01-25;20:16:06.014361;76
2015-01-25;20:18:05.616913;76
2015-01-25;20:20:04.792564;76
2015-01-25;20:22:05.718981;76
2015-01-25;20:24:05.621549;76
2015-01-25;20:26:04.985177;76
2015-01-25;20:28:05.424625;76
2015-01-25;20:30:05.625269;76
2015-01-25;20:32:06.124378;76
2015-01-25;20:34:05.430854;76
2015-01-25;20:36:05.629866;76
2015-01-25;20:38:05.232688;76
2015-01-25;20:40:05.515350;76
2015-01-25;20:42:05.334645;76
2015-01-25;20:44:05.535015;76
2015-01-25;20:46:04.537844;76
2015-01-25;20:48:05.638308;76
2015-01-25;20:50:05.838709;76
2015-01-25;20:52:05.070224;76
2015-01-25;20:54:05.044507;76
2015-01-25;20:56:05.543900;76
2015-01-25;20:58:05.744331;76
2015-01-25;21:00:06.539735;76
2015-01-25;21:02:05.548639;76
2015-01-25;21:04:06.044936;76
2015-01-25;21:06:05.647676;76
2015-01-25;21:08:04.655372;76
2015-01-25;21:10:05.056375;76
2015-01-25;21:12:05.052734;76
2015-01-25;21:14:04.990815;76
2015-01-25;21:16:06.645752;76
2015-01-25;21:18:05.654541;76
2015-01-25;21:20:04.363555;76
2015-01-25;21:22:06.948534;76
2015-01-25;21:24:05.657655;76
2015-01-25;21:26:04.962389;76
2015-01-25;21:28:04.863925;76
2015-01-25;21:30:04.584571;76
2015-01-25;21:32:04.667007;76
2015-01-25;21:34:04.867341;76
2015-01-25;21:36:06.555978;76
2015-01-25;21:38:05.564122;76
2015-01-25;21:40:04.399414;76
2015-01-25;21:42:05.069255;76
2015-01-25;21:44:04.970820;76
2015-01-25;21:46:04.872356;76
2015-01-25;21:48:04.773945;76
2015-01-25;21:50:05.273038;76
2015-01-25;21:52:05.171413;76
2015-01-25;21:54:05.670859;76
2015-01-25;21:56:05.573133;76
2015-01-25;21:58:06.964881;76
2015-01-25;22:00:05.077288;76
2015-01-25;22:02:04.979211;76
2015-01-25;22:04:05.179582;76
2015-01-25;22:06:05.081168;76
2015-01-25;22:08:04.983566;76
2015-01-25;22:10:04.885194;76
2015-01-25;22:12:04.786814;76
2015-01-25;22:14:04.984268;76
2015-01-25;22:16:06.081233;76
2015-01-25;22:18:05.086416;76
2015-01-25;22:20:04.746662;76
2015-01-25;22:22:05.189374;76
2015-01-25;22:24:05.090754;76
2015-01-25;22:26:05.288219;76
2015-01-25;22:28:05.189857;76
2015-01-25;22:30:05.091558;76
2015-01-25;22:32:05.291940;76
2015-01-25;22:34:05.193595;76
2015-01-25;22:36:05.394127;76
2015-01-25;22:38:05.296619;76
2015-01-25;22:40:05.198371;76
2015-01-25;22:42:05.100107;76
2015-01-25;22:44:04.998627;76
2015-01-25;22:46:04.604538;76
2015-01-25;22:48:05.100911;76
2015-01-25;22:50:05.002615;76
2015-01-25;22:52:04.905065;76
2015-01-25;22:54:04.806818;76
2015-01-25;22:56:05.007310;76
2015-01-25;22:58:04.905869;76
2015-01-25;23:00:05.405084;76
2015-01-25;23:02:05.306813;76
2015-01-25;23:04:04.610789;76
